"datetime","machineID","failure"
2020-01-16 06:00:00,17,"comp3"
2020-02-15 06:00:00,17,"comp2"
2020-03-17 06:00:00,17,"comp3"
2020-04-01 06:00:00,17,"comp2"
2020-04-01 06:00:00,17,"comp4"
2020-05-16 06:00:00,17,"comp1"
2020-06-15 06:00:00,17,"comp3"
2020-07-15 06:00:00,17,"comp2"
2020-07-30 06:00:00,17,"comp1"
2020-08-29 06:00:00,17,"comp4"
2020-10-28 06:00:00,17,"comp3"
2020-10-28 06:00:00,17,"comp4"
2020-11-27 06:00:00,17,"comp2"
2020-12-27 06:00:00,17,"comp1"
2020-01-30 06:00:00,18,"comp4"
2020-03-31 06:00:00,18,"comp1"
2020-05-15 06:00:00,18,"comp4"
2020-06-29 06:00:00,18,"comp2"
2020-07-29 06:00:00,18,"comp2"
2020-08-28 06:00:00,18,"comp4"
2020-09-12 06:00:00,18,"comp2"
2020-10-27 06:00:00,18,"comp4"
2020-01-13 06:00:00,19,"comp1"
2020-02-27 06:00:00,19,"comp4"
2020-04-13 06:00:00,19,"comp4"
2020-06-27 06:00:00,19,"comp4"
2020-09-10 06:00:00,19,"comp4"
2020-11-24 06:00:00,19,"comp4"
2020-12-09 06:00:00,19,"comp1"
2020-01-04 06:00:00,20,"comp2"
2020-01-19 06:00:00,20,"comp4"
2020-02-03 06:00:00,20,"comp3"
2020-03-20 06:00:00,20,"comp2"
2020-04-04 06:00:00,20,"comp3"
2020-04-19 06:00:00,20,"comp4"
2020-07-18 06:00:00,20,"comp1"
2020-08-17 06:00:00,20,"comp4"
2020-10-01 06:00:00,20,"comp2"
2020-10-31 06:00:00,20,"comp3"
2020-11-15 06:00:00,20,"comp2"
2020-12-15 06:00:00,20,"comp1"
2020-12-30 06:00:00,20,"comp4"
2020-01-23 06:00:00,21,"comp3"
2020-04-08 06:00:00,21,"comp4"
2020-05-08 06:00:00,21,"comp1"
2020-08-06 06:00:00,21,"comp2"
2020-08-06 06:00:00,21,"comp4"
2020-09-05 06:00:00,21,"comp3"
2020-09-20 06:00:00,21,"comp4"
2020-10-05 06:00:00,21,"comp2"
2020-11-04 06:00:00,21,"comp4"
2020-12-04 06:00:00,21,"comp2"
2020-12-19 06:00:00,21,"comp3"
2020-01-02 03:00:00,22,"comp1"
2020-02-06 06:00:00,22,"comp3"
2020-03-23 06:00:00,22,"comp2"
2020-03-23 06:00:00,22,"comp4"
2020-04-07 06:00:00,22,"comp3"
2020-04-22 06:00:00,22,"comp2"
2020-05-22 06:00:00,22,"comp1"
2020-05-22 06:00:00,22,"comp3"
2020-06-21 06:00:00,22,"comp4"
2020-07-06 06:00:00,22,"comp2"
2020-08-05 06:00:00,22,"comp4"
2020-08-20 06:00:00,22,"comp3"
2020-09-19 06:00:00,22,"comp2"
2020-11-03 06:00:00,22,"comp3"
2020-11-18 06:00:00,22,"comp4"
2020-01-05 06:00:00,23,"comp2"
2020-01-20 06:00:00,23,"comp4"
2020-03-21 06:00:00,23,"comp4"
2020-04-05 06:00:00,23,"comp1"
2020-06-04 06:00:00,23,"comp3"
2020-07-19 06:00:00,23,"comp2"
2020-08-03 06:00:00,23,"comp3"
2020-09-02 06:00:00,23,"comp2"
2020-10-02 06:00:00,23,"comp3"
2020-10-17 06:00:00,23,"comp4"
2020-11-16 06:00:00,23,"comp3"
2020-12-16 06:00:00,23,"comp4"
2020-01-02 06:00:00,24,"comp1"
2020-02-16 06:00:00,24,"comp1"
2020-04-02 06:00:00,24,"comp4"
2020-04-17 06:00:00,24,"comp3"
2020-07-01 06:00:00,24,"comp3"
2020-07-31 06:00:00,24,"comp4"
2020-09-29 06:00:00,24,"comp1"
2020-10-14 06:00:00,24,"comp3"
2020-11-13 06:00:00,24,"comp4"
2020-11-28 06:00:00,24,"comp3"
2020-03-05 06:00:00,25,"comp1"
2020-05-04 06:00:00,25,"comp4"
2020-06-03 06:00:00,25,"comp1"
2020-06-03 06:00:00,25,"comp2"
2020-08-17 06:00:00,25,"comp2"
2020-08-17 06:00:00,25,"comp4"
2020-10-31 06:00:00,25,"comp2"
2020-11-30 06:00:00,25,"comp4"
2020-04-06 06:00:00,26,"comp1"
2020-08-19 06:00:00,26,"comp2"
2020-09-03 06:00:00,26,"comp1"
2020-10-18 06:00:00,26,"comp2"
2020-11-02 06:00:00,26,"comp1"
2020-11-17 06:00:00,26,"comp2"
2020-01-10 06:00:00,27,"comp2"
2020-01-25 06:00:00,27,"comp1"
2020-02-24 06:00:00,27,"comp2"
2020-03-17 06:00:00,28,"comp2"
2020-05-01 06:00:00,28,"comp1"
2020-06-15 06:00:00,28,"comp2"
2020-08-14 06:00:00,28,"comp1"
2020-12-27 06:00:00,28,"comp1"
2020-03-03 06:00:00,29,"comp1"
2020-11-28 06:00:00,29,"comp2"
2020-01-09 06:00:00,30,"comp4"
2020-03-25 06:00:00,30,"comp4"
2020-08-07 06:00:00,30,"comp2"
2020-08-07 06:00:00,30,"comp4"
2020-12-05 06:00:00,30,"comp4"
2020-03-23 06:00:00,31,"comp3"
2020-05-22 06:00:00,31,"comp1"
2020-07-06 06:00:00,31,"comp3"
2020-09-04 06:00:00,31,"comp3"
2020-10-19 06:00:00,31,"comp2"
2020-11-18 06:00:00,31,"comp1"
2020-11-18 06:00:00,31,"comp3"
2020-01-10 06:00:00,32,"comp1"
2020-02-09 06:00:00,32,"comp4"
2020-03-11 06:00:00,32,"comp1"
2020-04-10 06:00:00,32,"comp4"
2020-05-10 06:00:00,32,"comp2"
2020-06-24 06:00:00,32,"comp2"
2020-06-24 06:00:00,32,"comp4"
2020-08-08 06:00:00,32,"comp1"
2020-09-22 06:00:00,32,"comp4"
2020-11-06 06:00:00,32,"comp1"
2020-01-31 06:00:00,33,"comp1"
2020-01-31 06:00:00,33,"comp4"
2020-04-01 06:00:00,33,"comp4"
2020-05-01 06:00:00,33,"comp2"
2020-05-31 06:00:00,33,"comp2"
2020-06-15 06:00:00,33,"comp4"
2020-08-29 06:00:00,33,"comp4"
2020-09-28 06:00:00,33,"comp2"
2020-11-27 06:00:00,33,"comp1"
2020-04-16 06:00:00,34,"comp1"
2020-10-28 06:00:00,34,"comp2"
2020-11-12 06:00:00,34,"comp1"
2020-01-02 03:00:00,35,"comp1"
2020-01-06 06:00:00,35,"comp4"
2020-02-05 06:00:00,35,"comp3"
2020-03-22 06:00:00,35,"comp4"
2020-04-06 06:00:00,35,"comp3"
2020-05-06 06:00:00,35,"comp4"
2020-05-21 06:00:00,35,"comp1"
2020-07-20 06:00:00,35,"comp2"
2020-08-04 06:00:00,35,"comp1"
2020-09-18 06:00:00,35,"comp1"
2020-09-18 06:00:00,35,"comp4"
2020-02-21 06:00:00,36,"comp1"
2020-06-06 06:00:00,36,"comp1"
2020-06-21 06:00:00,36,"comp2"
2020-09-04 06:00:00,36,"comp2"
2020-01-04 06:00:00,37,"comp4"
2020-02-03 06:00:00,37,"comp3"
2020-04-19 06:00:00,37,"comp4"
2020-05-19 06:00:00,37,"comp3"
2020-06-03 06:00:00,37,"comp4"
2020-06-18 06:00:00,37,"comp1"
2020-07-03 06:00:00,37,"comp3"
2020-07-18 06:00:00,37,"comp4"
2020-08-17 06:00:00,37,"comp2"
2020-09-16 06:00:00,37,"comp2"
2020-10-01 06:00:00,37,"comp4"
2020-11-15 06:00:00,37,"comp2"
2020-11-30 06:00:00,37,"comp3"
2020-12-15 06:00:00,37,"comp4"
2020-01-17 06:00:00,38,"comp4"
2020-04-02 06:00:00,38,"comp2"
2020-04-17 06:00:00,38,"comp4"
2020-07-01 06:00:00,38,"comp2"
2020-08-30 06:00:00,38,"comp4"
2020-12-13 06:00:00,38,"comp1"
2020-12-13 06:00:00,38,"comp4"
2020-04-01 06:00:00,39,"comp2"
2020-07-30 06:00:00,39,"comp1"
2020-10-13 06:00:00,39,"comp2"
2020-12-27 06:00:00,39,"comp2"
2020-01-04 06:00:00,40,"comp3"
2020-02-18 06:00:00,40,"comp1"
2020-04-04 06:00:00,40,"comp1"
2020-06-03 06:00:00,40,"comp3"
2020-06-18 06:00:00,40,"comp2"
2020-07-03 06:00:00,40,"comp1"
2020-08-17 06:00:00,40,"comp2"
2020-11-30 06:00:00,40,"comp1"
2020-12-15 06:00:00,40,"comp3"
2020-02-01 06:00:00,41,"comp1"
2020-05-02 06:00:00,41,"comp1"
2020-10-29 06:00:00,41,"comp1"
2020-01-21 06:00:00,42,"comp1"
2020-04-06 06:00:00,42,"comp3"
2020-05-06 06:00:00,42,"comp1"
2020-06-05 06:00:00,42,"comp2"
2020-06-20 06:00:00,42,"comp3"
2020-08-19 06:00:00,42,"comp2"
2020-09-18 06:00:00,42,"comp3"
2020-11-17 06:00:00,42,"comp2"
2020-12-17 06:00:00,42,"comp3"
2020-02-05 06:00:00,43,"comp1"
2020-02-20 06:00:00,43,"comp4"
2020-03-22 06:00:00,43,"comp2"
2020-05-21 06:00:00,43,"comp2"
2020-06-05 06:00:00,43,"comp1"
2020-07-20 06:00:00,43,"comp1"
2020-08-04 06:00:00,43,"comp2"
2020-10-03 06:00:00,43,"comp4"
2020-11-02 06:00:00,43,"comp1"
2020-11-17 06:00:00,43,"comp2"
2020-03-16 06:00:00,44,"comp2"
2020-06-14 06:00:00,44,"comp1"
2020-07-29 06:00:00,44,"comp2"
2020-08-28 06:00:00,44,"comp1"
2020-01-02 03:00:00,45,"comp1"
2020-01-22 06:00:00,45,"comp2"
2020-02-21 06:00:00,45,"comp4"
2020-05-22 06:00:00,45,"comp4"
2020-07-21 06:00:00,45,"comp4"
2020-10-19 06:00:00,45,"comp4"
2020-11-03 06:00:00,45,"comp1"
2020-02-22 06:00:00,46,"comp2"
2020-11-19 06:00:00,46,"comp2"
2020-01-24 06:00:00,47,"comp3"
2020-03-25 06:00:00,47,"comp1"
2020-04-09 06:00:00,47,"comp2"
2020-06-23 06:00:00,47,"comp3"
2020-07-08 06:00:00,47,"comp2"
2020-08-07 06:00:00,47,"comp1"
2020-09-21 06:00:00,47,"comp3"
2020-10-21 06:00:00,47,"comp2"
2020-11-20 06:00:00,47,"comp2"
2020-12-20 06:00:00,47,"comp2"
2020-01-11 06:00:00,48,"comp2"
2020-03-12 06:00:00,48,"comp1"
2020-05-11 06:00:00,48,"comp2"
2020-07-10 06:00:00,48,"comp2"
2020-07-25 06:00:00,48,"comp1"
2020-09-08 06:00:00,48,"comp1"
2020-11-07 06:00:00,48,"comp2"
2020-03-01 06:00:00,49,"comp4"
2020-03-16 06:00:00,49,"comp3"
2020-04-15 06:00:00,49,"comp4"
2020-05-15 06:00:00,49,"comp2"
2020-07-14 06:00:00,49,"comp4"
2020-07-29 06:00:00,49,"comp3"
2020-09-12 06:00:00,49,"comp2"
2020-09-12 06:00:00,49,"comp3"
2020-10-12 06:00:00,49,"comp4"
2020-11-11 06:00:00,49,"comp3"
2020-11-26 06:00:00,49,"comp2"
2020-12-26 06:00:00,49,"comp4"
2020-01-30 06:00:00,50,"comp1"
2020-04-30 06:00:00,50,"comp2"
2020-09-12 06:00:00,50,"comp2"
2020-10-12 06:00:00,50,"comp2"
2020-01-02 03:00:00,51,"comp1"
2020-03-02 06:00:00,51,"comp4"
2020-04-01 06:00:00,51,"comp2"
2020-05-31 06:00:00,51,"comp2"
2020-06-30 06:00:00,51,"comp2"
2020-07-15 06:00:00,51,"comp4"
2020-09-13 06:00:00,51,"comp2"
2020-09-28 06:00:00,51,"comp4"
2020-11-27 06:00:00,51,"comp4"
2020-12-12 06:00:00,51,"comp2"
2020-01-19 06:00:00,52,"comp2"
2020-01-19 06:00:00,52,"comp4"
2020-07-18 06:00:00,52,"comp4"
2020-08-02 06:00:00,52,"comp2"
2020-10-31 06:00:00,52,"comp1"
2020-10-31 06:00:00,52,"comp4"
2020-12-30 06:00:00,52,"comp4"
2020-03-29 06:00:00,53,"comp1"
2020-05-13 06:00:00,53,"comp2"
2020-07-12 06:00:00,53,"comp1"
2020-10-10 06:00:00,53,"comp1"
2020-11-09 06:00:00,53,"comp2"
2020-12-09 06:00:00,53,"comp2"
2020-01-15 06:00:00,54,"comp3"
2020-03-31 06:00:00,54,"comp3"
2020-04-30 06:00:00,54,"comp2"
2020-06-29 06:00:00,54,"comp3"
2020-12-26 06:00:00,54,"comp2"
2020-03-07 06:00:00,55,"comp4"
2020-04-21 06:00:00,55,"comp2"
2020-06-05 06:00:00,55,"comp4"
2020-06-20 06:00:00,55,"comp1"
2020-08-04 06:00:00,55,"comp1"
2020-08-19 06:00:00,55,"comp4"
2020-09-03 06:00:00,55,"comp2"
2020-12-02 06:00:00,55,"comp1"
2020-01-02 03:00:00,56,"comp3"
2020-01-14 06:00:00,56,"comp3"
2020-03-15 06:00:00,56,"comp3"
2020-04-14 06:00:00,56,"comp1"
2020-04-29 06:00:00,56,"comp2"
2020-06-13 06:00:00,56,"comp3"
2020-09-26 06:00:00,56,"comp2"
2020-09-26 06:00:00,56,"comp3"
2020-11-10 06:00:00,56,"comp1"
2020-11-25 06:00:00,56,"comp2"
2020-12-25 06:00:00,56,"comp1"
2020-02-07 06:00:00,57,"comp1"
2020-11-04 06:00:00,57,"comp1"
2020-01-02 03:00:00,58,"comp2"
2020-01-31 06:00:00,58,"comp3"
2020-05-01 06:00:00,58,"comp3"
2020-05-16 06:00:00,58,"comp1"
2020-05-31 06:00:00,58,"comp2"
2020-07-30 06:00:00,58,"comp3"
2020-09-28 06:00:00,58,"comp3"
2020-12-12 06:00:00,58,"comp2"
2020-01-02 03:00:00,59,"comp1"
2020-02-04 06:00:00,59,"comp4"
2020-04-05 06:00:00,59,"comp4"
2020-05-20 06:00:00,59,"comp4"
2020-07-19 06:00:00,59,"comp1"
2020-08-03 06:00:00,59,"comp2"
2020-08-18 06:00:00,59,"comp4"
2020-10-17 06:00:00,59,"comp2"
2020-01-30 06:00:00,60,"comp2"
2020-04-15 06:00:00,60,"comp2"
2020-07-29 06:00:00,60,"comp2"
2020-09-12 06:00:00,60,"comp2"
2020-02-27 06:00:00,61,"comp2"
2020-08-11 06:00:00,61,"comp2"
2020-10-25 06:00:00,61,"comp1"
2020-11-24 06:00:00,61,"comp2"
2020-01-13 06:00:00,62,"comp1"
2020-01-28 06:00:00,62,"comp4"
2020-05-28 06:00:00,62,"comp4"
2020-06-27 06:00:00,62,"comp2"
2020-08-11 06:00:00,62,"comp1"
2020-12-09 06:00:00,62,"comp4"
2020-12-24 06:00:00,62,"comp2"
2020-01-28 06:00:00,63,"comp1"
2020-01-28 06:00:00,63,"comp2"
2020-03-14 06:00:00,63,"comp4"
2020-05-13 06:00:00,63,"comp4"
2020-05-28 06:00:00,63,"comp2"
2020-07-27 06:00:00,63,"comp4"
2020-10-25 06:00:00,63,"comp4"
2020-11-09 06:00:00,63,"comp2"
2020-01-05 06:00:00,64,"comp4"
2020-01-20 06:00:00,64,"comp2"
2020-02-19 06:00:00,64,"comp4"
2020-04-05 06:00:00,64,"comp2"
2020-05-05 06:00:00,64,"comp4"
2020-09-17 06:00:00,64,"comp4"
2020-10-17 06:00:00,64,"comp2"
2020-12-31 06:00:00,64,"comp1"
2020-03-17 06:00:00,65,"comp1"
2020-05-31 06:00:00,65,"comp1"
2020-06-30 06:00:00,65,"comp4"
2020-08-14 06:00:00,65,"comp1"
2020-08-14 06:00:00,65,"comp2"
2020-09-13 06:00:00,65,"comp4"
2020-02-18 06:00:00,66,"comp1"
2020-05-19 06:00:00,66,"comp1"
2020-05-19 06:00:00,66,"comp2"
2020-10-01 06:00:00,66,"comp1"
2020-12-15 06:00:00,66,"comp1"
2020-01-16 06:00:00,67,"comp2"
2020-03-17 06:00:00,67,"comp2"
2020-05-31 06:00:00,67,"comp4"
2020-06-15 06:00:00,67,"comp1"
2020-07-15 06:00:00,67,"comp2"
2020-08-29 06:00:00,67,"comp4"
2020-09-13 06:00:00,67,"comp2"
2020-09-28 06:00:00,67,"comp1"
2020-10-13 06:00:00,67,"comp2"
2020-04-02 06:00:00,68,"comp2"
2020-08-15 06:00:00,68,"comp2"
2020-11-28 06:00:00,68,"comp1"
2020-12-13 06:00:00,68,"comp2"
2020-01-05 06:00:00,69,"comp2"
2020-01-20 06:00:00,69,"comp3"
2020-02-04 06:00:00,69,"comp4"
2020-04-20 06:00:00,69,"comp4"
2020-05-20 06:00:00,69,"comp2"
2020-08-03 06:00:00,69,"comp3"
2020-08-18 06:00:00,69,"comp2"
2020-09-02 06:00:00,69,"comp4"
2020-10-17 06:00:00,69,"comp4"
2020-11-01 06:00:00,69,"comp3"
2020-01-28 06:00:00,70,"comp1"
2020-05-28 06:00:00,70,"comp2"
2020-07-12 06:00:00,70,"comp1"
2020-11-09 06:00:00,70,"comp1"
2020-12-09 06:00:00,70,"comp2"
2020-01-11 06:00:00,71,"comp2"
2020-01-26 06:00:00,71,"comp3"
2020-01-26 06:00:00,71,"comp4"
2020-02-10 06:00:00,71,"comp1"
2020-02-25 06:00:00,71,"comp2"
2020-03-12 06:00:00,71,"comp3"
2020-03-27 06:00:00,71,"comp1"
2020-04-26 06:00:00,71,"comp2"
2020-06-10 06:00:00,71,"comp4"
2020-06-25 06:00:00,71,"comp3"
2020-07-25 06:00:00,71,"comp4"
2020-09-23 06:00:00,71,"comp3"
2020-10-08 06:00:00,71,"comp4"
2020-03-24 06:00:00,72,"comp1"
2020-09-05 06:00:00,72,"comp1"
2020-01-02 03:00:00,73,"comp2"
2020-01-02 06:00:00,73,"comp3"
2020-02-16 06:00:00,73,"comp4"
2020-04-02 06:00:00,73,"comp1"
2020-04-17 06:00:00,73,"comp4"
2020-05-02 06:00:00,73,"comp3"
2020-05-17 06:00:00,73,"comp1"
2020-07-16 06:00:00,73,"comp1"
2020-08-30 06:00:00,73,"comp3"
2020-09-14 06:00:00,73,"comp4"
2020-11-13 06:00:00,73,"comp3"
2020-11-28 06:00:00,73,"comp1"
2020-01-23 06:00:00,74,"comp1"
2020-03-09 06:00:00,74,"comp2"
2020-05-08 06:00:00,74,"comp2"
2020-06-22 06:00:00,74,"comp2"
2020-07-22 06:00:00,74,"comp2"
2020-10-20 06:00:00,74,"comp2"
2020-01-07 06:00:00,75,"comp1"
2020-02-06 06:00:00,75,"comp4"
2020-04-07 06:00:00,75,"comp1"
2020-05-07 06:00:00,75,"comp4"
2020-06-06 06:00:00,75,"comp2"
2020-07-21 06:00:00,75,"comp2"
2020-08-20 06:00:00,75,"comp2"
2020-09-04 06:00:00,75,"comp4"
2020-10-19 06:00:00,75,"comp2"
2020-01-18 06:00:00,76,"comp3"
2020-02-02 06:00:00,76,"comp1"
2020-03-04 06:00:00,76,"comp2"
2020-03-19 06:00:00,76,"comp1"
2020-04-03 06:00:00,76,"comp3"
2020-05-03 06:00:00,76,"comp2"
2020-08-16 06:00:00,76,"comp3"
2020-09-30 06:00:00,76,"comp3"
2020-11-29 06:00:00,76,"comp3"
2020-02-05 06:00:00,78,"comp4"
2020-02-20 06:00:00,78,"comp2"
2020-03-07 06:00:00,78,"comp1"
2020-06-05 06:00:00,78,"comp4"
2020-07-05 06:00:00,78,"comp1"
2020-07-20 06:00:00,78,"comp4"
2020-09-03 06:00:00,78,"comp4"
2020-11-02 06:00:00,78,"comp4"
2020-12-17 06:00:00,78,"comp2"
2020-01-02 03:00:00,79,"comp1"
2020-03-03 06:00:00,79,"comp2"
2020-03-18 06:00:00,79,"comp4"
2020-04-02 06:00:00,79,"comp1"
2020-05-17 06:00:00,79,"comp4"
2020-06-16 06:00:00,79,"comp2"
2020-07-01 06:00:00,79,"comp1"
2020-09-14 06:00:00,79,"comp2"
2020-09-29 06:00:00,79,"comp4"
2020-12-13 06:00:00,79,"comp4"
2020-01-02 03:00:00,80,"comp2"
2020-07-12 06:00:00,80,"comp2"
2020-09-10 06:00:00,80,"comp2"
2020-11-09 06:00:00,80,"comp2"
2020-12-09 06:00:00,80,"comp2"
2020-01-02 06:00:00,81,"comp1"
2020-01-17 06:00:00,81,"comp2"
2020-02-16 06:00:00,81,"comp1"
2020-03-03 06:00:00,81,"comp2"
2020-04-17 06:00:00,81,"comp2"
2020-06-16 06:00:00,81,"comp2"
2020-10-14 06:00:00,81,"comp2"
2020-12-13 06:00:00,81,"comp2"
2020-01-28 06:00:00,82,"comp1"
2020-03-29 06:00:00,82,"comp1"
2020-05-13 06:00:00,82,"comp1"
2020-12-09 06:00:00,82,"comp2"
2020-01-02 03:00:00,83,"comp4"
2020-01-16 06:00:00,83,"comp4"
2020-03-17 06:00:00,83,"comp4"
2020-05-16 06:00:00,83,"comp4"
2020-05-31 06:00:00,83,"comp2"
2020-07-15 06:00:00,83,"comp1"
2020-07-15 06:00:00,83,"comp4"
2020-08-14 06:00:00,83,"comp2"
2020-08-29 06:00:00,83,"comp1"
2020-09-13 06:00:00,83,"comp2"
2020-10-13 06:00:00,83,"comp1"
2020-11-27 06:00:00,83,"comp4"
2020-12-27 06:00:00,83,"comp1"
2020-12-27 06:00:00,83,"comp2"
2020-01-05 06:00:00,84,"comp2"
2020-02-04 06:00:00,84,"comp2"
2020-02-19 06:00:00,84,"comp1"
2020-04-05 06:00:00,84,"comp2"
2020-07-04 06:00:00,84,"comp1"
2020-09-02 06:00:00,84,"comp2"
2020-10-02 06:00:00,84,"comp1"
2020-01-15 06:00:00,85,"comp2"
2020-01-30 06:00:00,85,"comp3"
2020-02-14 06:00:00,85,"comp4"
2020-05-30 06:00:00,85,"comp3"
2020-06-29 06:00:00,85,"comp1"
2020-08-28 06:00:00,85,"comp4"
2020-09-12 06:00:00,85,"comp3"
2020-10-12 06:00:00,85,"comp2"
2020-11-11 06:00:00,85,"comp2"
2020-12-11 06:00:00,85,"comp3"
2020-12-26 06:00:00,85,"comp4"
2020-01-02 03:00:00,86,"comp1"
2020-01-23 06:00:00,86,"comp2"
2020-09-05 06:00:00,86,"comp1"
2020-11-19 06:00:00,86,"comp2"
2020-01-02 03:00:00,87,"comp1"
2020-03-13 06:00:00,87,"comp3"
2020-03-28 06:00:00,87,"comp1"
2020-04-27 06:00:00,87,"comp2"
2020-06-26 06:00:00,87,"comp3"
2020-08-10 06:00:00,87,"comp1"
2020-08-25 06:00:00,87,"comp3"
2020-10-24 06:00:00,87,"comp3"
2020-12-23 06:00:00,87,"comp3"
2020-01-19 06:00:00,88,"comp4"
2020-02-03 06:00:00,88,"comp2"
2020-03-05 06:00:00,88,"comp2"
2020-04-04 06:00:00,88,"comp2"
2020-07-03 06:00:00,88,"comp1"
2020-09-01 06:00:00,88,"comp2"
2020-09-01 06:00:00,88,"comp4"
2020-11-30 06:00:00,88,"comp2"
2020-11-30 06:00:00,88,"comp4"
2020-12-30 06:00:00,88,"comp1"
2020-02-07 06:00:00,89,"comp1"
2020-03-24 06:00:00,89,"comp4"
2020-05-23 06:00:00,89,"comp4"
2020-06-22 06:00:00,89,"comp1"
2020-07-22 06:00:00,89,"comp2"
2020-08-21 06:00:00,89,"comp2"
2020-11-19 06:00:00,89,"comp2"
2020-01-20 06:00:00,90,"comp2"
2020-02-19 06:00:00,90,"comp2"
2020-03-21 06:00:00,90,"comp3"
2020-04-05 06:00:00,90,"comp1"
2020-05-20 06:00:00,90,"comp2"
2020-06-04 06:00:00,90,"comp3"
2020-08-18 06:00:00,90,"comp1"
2020-08-18 06:00:00,90,"comp3"
